n_cells,path_km,duration_min,avg_path_danger,max_path_danger,danger_removed,coverage_km2,path_str
3,17.071,30.0,1.50731,1.52478,1.344144,75.0,"12,11;12,12;11,11"
3,17.071,30.0,1.528989,1.552517,1.344144,75.0,"12,11;12,12;13,12"
3,17.071,30.0,1.509249,1.52478,1.344144,75.0,"12,11;12,12;11,12"
3,17.071,30.0,1.508545,1.537319,1.344144,75.0,"12,11;12,10;13,11"
3,17.071,30.0,1.491932,1.50967,1.344144,75.0,"12,11;12,10;11,11"
3,17.071,30.0,1.502381,1.518829,1.344144,75.0,"12,11;12,10;13,10"
3,17.071,30.0,1.483631,1.50967,1.344144,75.0,"12,11;12,10;11,10"
3,17.071,30.0,1.523923,1.537319,1.344144,75.0,"12,11;13,11;12,12"
3,17.071,30.0,1.508545,1.537319,1.344144,75.0,"12,11;13,11;12,10"
3,17.071,30.0,1.533169,1.552517,1.344144,75.0,"12,11;13,11;13,12"
3,17.071,30.0,1.521939,1.537319,1.344144,75.0,"12,11;13,11;13,10"
3,17.071,30.0,1.50731,1.52478,1.344144,75.0,"12,11;11,11;12,12"
3,17.071,30.0,1.491932,1.50967,1.344144,75.0,"12,11;11,11;12,10"
3,17.071,30.0,1.496816,1.50967,1.344144,75.0,"12,11;11,11;11,12"
3,17.071,30.0,1.486577,1.50967,1.344144,75.0,"12,11;11,11;11,10"
3,17.071,30.0,1.25362,1.291393,1.344082,75.0,"21,60;22,61;22,60"
3,17.071,30.0,1.262586,1.291393,1.344103,75.0,"21,60;22,59;22,60"
3,17.071,30.0,1.241314,1.27481,1.344103,75.0,"21,60;22,59;21,59"
